Cikkszám,Termék Név,Státusz,Nettó Ár,Bruttó Ár,Kategória,Rövid Leírás,Hosszú leírás,Kép link,Egység,Tömeg,Paraméter: Lemez állapota||text,Paraméter: Borító állapota||text,Paraméter: Label||text,Raktárkészlet
Sugar-Tax-V2648,Orchestral Manoeuvres In The Dark / Sugar Tax V2648,1,13888.35,13888.35,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1991<br /><br />0129 
 Ha kérdése van ,írjon!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Virgin, MMC Records (2)",0
Collaborations-R2-525469,"Ravi Shankar, George Harrison / Collaborations R2-525469",1,71425.8,71425.8,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, Europe & US, 2010<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Mint (M),Mint (M),"Rhino Records (2), Dark Horse Records",0
Greatest-Hits-7599-26846-1,ZZ Top / Greatest Hits 7599-26846-1,1,15872.4,15872.4,Új bakelit/vinyl lemezek és CD-k|Electronic,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1992<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Warner Bros. Records, Warner Bros. Records",0
Ciao-Italia-CS-2002,Bruno Nicolai / Ciao Italia CS 2002,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Italy, 1976<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Edipan,0
Live-At-Donington-1990-FR-LP-516,Whitesnake / Live At Donington 1990 FR LP 516,1,77377.95,77377.95,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2011<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Frontiers Records,0
Brain-Salad-Surgery-MOVLP271,"Emerson, Lake & Palmer / Brain Salad Surgery MOVLP271",1,23808.6,23808.6,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2011<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Music On Vinyl,0
Black-Sheep-P-10636Y,Hammer (7) / Black Sheep P-10636Y,1,6745.77,6745.77,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1979<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Asylum Records,0
IV-IV-P-10125A,"Led Zeppelin, Led Zeppelin / IV = レッド・ツェッペリン IV P-10125A",1,37696.95,37696.95,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1976<br /><br />0129 
 Insert yes!OBI YES!Az eredeti belső tok is megvan szép állapotban! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Atlantic,0
X-0630-13316-1,The Beloved / X 0630-13316-1,1,31744.8,31744.8,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1996<br /><br />0129 
 Ha kérdése van ,írjon!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),EastWest,0
Espresso-Logic-4509-94311-1,Chris Rea / Espresso Logic 4509-94311-1,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1993<br /><br />0129 
 Ha kérdése van ,írjon!Kis be vágás a borítón,amúgy szép állapotú !",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),EastWest,0
Good-News-From-The-Next-World-V2760,Simple Minds / Good News From The Next World V2760,1,63489.6,63489.6,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 1995<br /><br />0129 
 Ha kérdése van ,írjon!Az eredeti belső tok megvan,nagyon szép állapotban!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Virgin, Virgin",0
Greatest-Hits-II-PL-MMC-9131,Queen / Greatest Hits II PL MMC 9131,1,29760.75,29760.75,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1991<br /><br />0129 
 Ha kérdése van ,írjon!Az eredeti belső tokok megvan,nagyon szép állapotban!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),MMC Records (2),0
In-Concert-P-10697A,"Emerson, Lake & Palmer / In Concert P-10697A",1,39681.0,39681.0,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1979<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Atlantic,0
Brain-Salad-Surgery-P-10114M,"Emerson, Lake & Palmer / Brain Salad Surgery P-10114M",1,21824.55,21824.55,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1976<br /><br />0129 
 Insert yes!OBI YES!Poszter megvan!Gyűjtői pédány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Manticore,0
Look-At-Yourself-VIP-4137,Uriah Heep / Look At Yourself VIP-4137,1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1981<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Bronze, Bronze",0
Emerson-Lake-Palmer-P-10111A,"Emerson, Lake & Palmer / Emerson Lake & Palmer P-10111A",1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1976<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Atlantic,0
Tarkus-P-6400A,"Emerson, Lake & Palmer / Tarkus P-6400A",1,21824.55,21824.55,Új bakelit/vinyl lemezek és CD-k|Electronic,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1980<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Atlantic,0
Live-In-London-AW-25019,Deep Purple / Live In London AW-25019,1,17856.45,17856.45,Új bakelit/vinyl lemezek és CD-k|Electronic,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1982<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Trash,0
Forevermore-FR-LP-509,Whitesnake / Forevermore FR LP 509,1,63489.6,63489.6,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Italy, 2011<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Frontiers Records,0
Trouble-UAGR-30305,Whitesnake / Trouble UAGR 30305,1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2014<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Parlophone, Sunburst",0
1987-50999-624466-1,Whitesnake / 1987 50999 624466 1,1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 0<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Parlophone, Parlophone",0
In-Rock-FRM-1877,Deep Purple / In Rock FRM 1877,1,21824.55,21824.55,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 2011<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Friday Music,0
Slide-It-In-25AP-2680,Whitesnake / Slide It In 25AP 2680,1,23014.98,23014.98,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1984<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Geffen Records,0
Come-An-Get-It-28MM-0027,Whitesnake / Come An' Get It 28MM 0027,1,19046.88,19046.88,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1981<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! ",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Polydor, Sunburst",0
Metal-Rendez-vous-BOBV316LP,Krokus / Metal Rendez-vous BOBV316LP,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 2012<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Back On Black,0
One-By-One-BONE-1283102,GMT (6) / One By One BONE 1283102,1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in USA, Canada & Europe, 1985<br /><br />0129 
 Ha kérdése van ,írjon!",,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),Mausoleum Records,0
Were-An-American-Band-ECS-40140,Grand Funk Railroad / We're An American Band ECS-40140,1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1979<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Capitol Records,0
Long-Live-Rock-N-Roll-RCV027LP,Rainbow / Long Live Rock 'N' Roll RCV027LP,1,21824.55,21824.55,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 2010<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Back On Black,0
Shades-Of-Deep-Purple-P-6501W,Deep Purple / Shades Of Deep Purple P-6501W,1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1979<br /><br />0129 
 Insert yes!OBI no! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Warner Bros. Records,0
Ritchie-Blackmores-Rainbow-23MM-0021,Rainbow / Ritchie Blackmore's Rainbow = 銀嶺の覇者 23MM 0021,1,24999.03,24999.03,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1981<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Polydor,0
Transociety-Relics-0322,László Hortobágyi / Transociety Relics 0322,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Spain, 2022<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),áMARXE,0
Ben-Hur-MMF-1009,Miklós Rózsa / Ben-Hur MMF 1009,1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Stage & Screen","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1982<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! ",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),MGM Records,0
From-The-Cradle-9362-45735-1,Eric Clapton / From The Cradle 9362-45735-1,1,25792.65,25792.65,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2014<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Reprise Records, Duck Records (2)",0
Nursery-Cryme-20PP-66,Genesis / Nursery Cryme 20PP-66,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1983<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Charisma,0
Foxtrot-BT-5161,Genesis / Foxtrot BT-5161,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1978<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Charisma,0
Thick-As-A-Brick-WWS-80939,Jethro Tull / Thick As A Brick WWS-80939,1,35712.9,35712.9,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1977<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Chrysalis,0
Der-Ring-Des-Nibelungen-073-043-9,"Richard Wagner, James Levine (2), The Metropolitan Opera House Orchestra, Metropolitan Opera Chorus / Der Ring Des Nibelungen 073 043-9",1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Classical","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Worldwide, 2002<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Deutsche Grammophon,0
he-Symphonies-Das-Lied-Von-Der-Erde-0040-073-4088,"Gustav Mahler, Leonard Bernstein, London Symphony Orchestra, Israel Philharmonic Orchestra, Wiener Philharmoniker / The Symphonies • Das Lied Von Der Erde 0040 073 4088",1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Non-Music","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in None, 2005<br /><br />0129 
 Ha kérdése van ,írjon!",,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),Deutsche Grammophon,0
Le-Dernier-Qui-A-Parle-Remix-DNA-868-333-1,Amina / Le Dernier Qui A Parlé... (Remix DNA) 868 333-1,1,7539.39,7539.39,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in France, 1991<br /><br />0129 
 Ha kérdése van ,írjon!",,,db,0.2,Very Good (VG),Near Mint (NM or M-),Philips,0
Presence-AMJY-2007,"Led Zeppelin, Led Zeppelin / Presence = プレゼンス AMJY-2007",1,51585.3,51585.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1992<br /><br />0129 
 Insert yes!OBI YES!Az eredeti belső megvan nagyon szép állapotban. Gyűjtői példány!  Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Swan Song, Atlantic",0
Animals-25AP-340,"Pink Floyd, Pink Floyd / Animals = アニマルズ 25AP 340",1,59521.5,59521.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1977<br /><br />0129 
 Insert yes!OBI NO!Az eredeti belső tok megvan nagyon szép állapotban! Ha bármilyen kérdése van írjon! ",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),CBS/Sony,0
Rock-Roll-Music-To-The-World-CHR-1002,Ten Years After / Rock & Roll Music To The World CHR-1002,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1972<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Chrysalis,0
Undead-LAX-128,Ten Years After / Undead LAX-128,1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1979<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Deram,0
Ssssh-WWS-40046,Ten Years After / Ssssh WWS-40046,1,15475.59,15475.59,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1977<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Chrysalis,0
Heartbreaker-20SI-231,Free / Heartbreaker 20SI-231,1,45633.15,45633.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1984<br /><br />0129 
 OBI Yes!Insert no!Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Island Records, Polystar",0
Sarabande-MWF-1017,Jon Lord / Sarabande MWF 1017,1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1977<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon!Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Oyster, Polydor",0
-I-Led-Zeppelin-P-6516A,Led Zeppelin / レッド・ツェッペリン I = Led Zeppelin  P-6516A,1,88091.82,88091.82,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1979<br /><br />0129 
 OBI NO!Az egyik Insert megvan! Ha bármilyen kérdése van írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Atlantic,0
1997-2001-SPI150CD,Nightwish / 1997 - 2001 SPI150CD,1,15078.78,15078.78,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Finland, 2001<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Spinefarm Records,0
Led-Zeppelin-7567-82144-5,Led Zeppelin / Led Zeppelin 7567 82144-5,1,27379.89,27379.89,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2001<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Atlantic, Warner Strategic Marketing",0
Prestigious-Recordings-224078-356,Ravi Shankar / Prestigious Recordings 224078-356,1,10713.87,10713.87,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 0<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Documents,0
Five-Bridges-SFX-7204,The Nice / Five Bridges SFX-7204,1,32935.23,32935.23,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1970<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! Gyűjtői darab!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Philips,0
-II-Led-Zeppelin-II-P-6517A-1,Led Zeppelin / レッド・ツェッペリン II = Led Zeppelin II P-6517A,1,75393.9,75393.9,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1979<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! Gyűjtői darab!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Atlantic,0
Heaven-And-Hell-R1-3372,Black Sabbath / Heaven And Hell R1 3372,1,53569.35,53569.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 2009<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Warner Bros. Records, Rhino Records (2)",0
Mob-Rules-R1-3605,Black Sabbath / Mob Rules R1 3605,1,35316.090000000004,35316.090000000004,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 2009<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Warner Bros. Records,0
Blizzard-Of-Ozz-88697-73819-1,Ozzy Osbourne / Blizzard Of Ozz 88697 73819 1,1,14285.16,14285.16,Új bakelit/vinyl lemezek és CD-k|Electronic,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 2011<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Epic, Legacy",0
Pictures-At-An-Exhibition-P-10112A,"Emerson, Lake & Palmer / Pictures At An Exhibition P-10112A",1,19443.69,19443.69,Új bakelit/vinyl lemezek és CD-k|Electronic,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1976<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Atlantic,0
Emerson-Lake-Palmer-BMGCATLP1,"Emerson, Lake & Palmer / Emerson, Lake & Palmer BMGCATLP1",1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, Europe & US, 2016<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"BMG, Manticore",0
Black-Sabbath-Vol-4-LP-55-5897,Black Sabbath / Black Sabbath Vol 4 LP 55 5897,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1980<br /><br />0129 
 Ha kérdése van ,írjon!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"PGP RTB, Vertigo",0
Gondolatok-A-Regiekrol-002,Dresch Quartet / Gondolatok A Régiekről 002,1,29760.75,29760.75,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1990<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!Insert megvan!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Adyton,0
Heaven-And-Hell-2220377,Black Sabbath / Heaven And Hell 2220377,1,15475.59,15475.59,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1980<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"PGP RTB, Philips, Vertigo",0
